"url","Business","Street Address","City","Zipcode","Rating","ReviewCount","BeerAvg","BeerCount","BusinessType"
"https://www.beeradvocate.com/place/list/?start=20&c_id=JP&brewery=Y&sort=name","","1-3-22, Hiromachi, Shinagawa-ku","Tokyo-to Tokyo-shi","1-3-22, Hiromachi, Shinagawa-ku; , 140-0005; +81 3-6421-7989","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?start=20&c_id=JP&brewery=Y&sort=name","Devil Craft Hamamatsucho","","","","-","-","-","0",""
"https://www.beeradvocate.com/place/list/?start=20&c_id=JP&brewery=Y&sort=name","","2-13-12 Hamamatsucho","Tokyo-to Minato-ku","2-13-12 Hamamatsucho; Risewell Bldg 1F; , 105-0013; +81 03-6435-8428","","","","","Brewery, Bar, Eatery"
"https://www.beeradvocate.com/place/list/?start=20&c_id=JP&brewery=Y&sort=name","Doshisha Corporation","","","","-","-","-","0",""
"https://www.beeradvocate.com/place/list/?start=20&c_id=JP&brewery=Y&sort=name","","2-7-28, Inari, Naniwa-ku","Osaka-fu Osaka-shi","2-7-28, Inari, Naniwa-ku; , 556-8511; 06-6568-8872","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?start=20&c_id=JP&brewery=Y&sort=name","Ezo Beer KK","","","","-","-","4.03","7",""
"https://www.beeradvocate.com/place/list/?start=20&c_id=JP&brewery=Y&sort=name","","Maruyama Nishimachi 5-7-57 Chuo-ku","Hokkaido Sapporo-shi","Maruyama Nishimachi 5-7-57 Chuo-ku; , 064-0944; 011-614-0191","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?start=20&c_id=JP&brewery=Y&sort=name","Fujikankokaihatsu Co. Ltd. / Sylvans Restaurant","","","","-","-","3.71","8",""
"https://www.beeradvocate.com/place/list/?start=20&c_id=JP&brewery=Y&sort=name","","6663-1 Funatsu, Kawaguchiko-cho","Yamanashi-ken Minamitsuru-gun","6663-1 Funatsu, Kawaguchiko-cho; , 401-0301; 0555-83-2236","","","","","Brewery, Eatery"
"https://www.beeradvocate.com/place/list/?start=20&c_id=JP&brewery=Y&sort=name","Fujiyama Beer, K.K.","","","","-","-","-","2",""
"https://www.beeradvocate.com/place/list/?start=20&c_id=JP&brewery=Y&sort=name","","1936-1 Araya-nakasasu,","Yamanashi-ken Fujiyoshida-shi","1936-1 Araya-nakasasu,; , 403-0006; 0555-24-4800","","","","","Brewery, Eatery"
"https://www.beeradvocate.com/place/list/?start=20&c_id=JP&brewery=Y&sort=name","Ginga Kogen Beer","","","","-","-","3.6","10",""
"https://www.beeradvocate.com/place/list/?start=20&c_id=JP&brewery=Y&sort=name","","2-8-12 Ginza, Chuo-ku","Tokyo-to Tokyo-shi","2-8-12 Ginza, Chuo-ku; , 104-0061; 0120-229130","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?start=20&c_id=JP&brewery=Y&sort=name","Goodbeer Faucets","","","","4.1","1","-","0",""
"https://www.beeradvocate.com/place/list/?start=20&c_id=JP&brewery=Y&sort=name","","1-29-1, Shibuya-ku","Tokyo-to Tokyo-shi","1-29-1, Shibuya-ku; Crossroads 2F; , 150-0046; +81 03-3770-5544","","","","","Brewery, Bar, Eatery"
"https://www.beeradvocate.com/place/list/?start=20&c_id=JP&brewery=Y&sort=name","Gotenba Kohgen Brewery","","","","4.9","1","3.69","3",""
"https://www.beeradvocate.com/place/list/?start=20&c_id=JP&brewery=Y&sort=name","","719 Kamiyama","Shizuoka-ken Gotenba-shi","719 Kamiyama; , 412-0033; 0550-87-5500","","","","","Brewery, Eatery"
"https://www.beeradvocate.com/place/list/?start=20&c_id=JP&brewery=Y&sort=name","Hakata Nakasu Brewery / Beer Pub Ilex","","","","-","-","-","0",""
"https://www.beeradvocate.com/place/list/?start=20&c_id=JP&brewery=Y&sort=name","","5-3-4 Nakasu, Hakata-ku","Fukuoka-ken Fukuoka-shi","5-3-4 Nakasu, Hakata-ku; Hakata Shiroyama Hotel 1F; , 810-0801; +81 092 271 4081","","","","","Brewery, Bar, Eatery"
"https://www.beeradvocate.com/place/list/?start=20&c_id=JP&brewery=Y&sort=name","Hakkaisan K.K.","","","","-","-","-","2",""
"https://www.beeradvocate.com/place/list/?start=20&c_id=JP&brewery=Y&sort=name","","Nagamori 1051","Niigata-ken Uonuma-shi","Nagamori 1051; , 949-7112; 025-775-3939","","","","","Brewery, Bar"
"https://www.beeradvocate.com/place/list/?start=20&c_id=JP&brewery=Y&sort=name","Hakodate Bakusyu Koubou / Beelong's Beer","","","","-","-","-","0",""
"https://www.beeradvocate.com/place/list/?start=20&c_id=JP&brewery=Y&sort=name","","12-19, Wakamatsu-cho","Hokkaido Hakodate-shi","12-19, Wakamatsu-cho; , 040-0063; 0138-26-1122","","","","","Brewery, Eatery"
"https://www.beeradvocate.com/place/list/?start=20&c_id=JP&brewery=Y&sort=name","Hakodate Beer","","","","3.99","1","-","1",""
"https://www.beeradvocate.com/place/list/?start=20&c_id=JP&brewery=Y&sort=name","","5-22 Ohte-mach Meijikan Ave","Hokkaido Hakodate-shi","5-22 Ohte-mach Meijikan Ave; , 040-0064; 0138-23-8000","","","","","Brewery, Eatery"
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","A.J.I. Beer Inc","","","","-","-","3.87","13",""
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","","3-19-11 Makiochi","Osaka-fu Minoh-shi","3-19-11 Makiochi; , 562-0004; 0727-25-7234","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","Abashiri, K.K.","","","","-","-","2.64","4",""
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","","4-1-2 Nijou Nishi, Minami","Hokkaido Abashiri-shi","4-1-2 Nijou Nishi, Minami; , 093-0012; 0152-45-5100","","","","","Brewery, Eatery"
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","Akashi Brewery K.K.","","","","-","-","-","0",""
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","","2464-1 Shizumi Uozumi-cho","Hyogo-ken Akashi-shi","2464-1 Shizumi Uozumi-cho; , 674-0074; 078-943-1333","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","Anjo Den Brewery","","","","-","-","-","0",""
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","","Kaji 1, Akamatsu-cho","Aichi-ken Anjo-shi","Kaji 1, Akamatsu-cho; Sangyo, Bunka, Koen, Denpark; , 446-0046; +81 (0) 566 92-7755","","","","","Brewery, Bar, Eatery"
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","Asahi Beer Hokkaido Brewery","","","","-","-","-","0",""
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","","Shiroishi-ku, Nangoudouri 4, South 1-1","Hokkaido Sapporo-shi","Shiroishi-ku, Nangoudouri 4, South 1-1; , 003-0022; 011-863-3515","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","Asahi Breweries Ltd","","","","-","-","2.92","41",""
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","","23-1, Azumabashi 1-chome, Sumida-ku","Tokyo-to Tokyo-shi","23-1, Azumabashi 1-chome, Sumida-ku; , 130-8602; +81 3 5608 5112","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","Awa Bakushu","","","","-","-","-","0",""
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","","394-1, Tanimukai, Miyoshi-mura","Chiba-ken Awa-gun","394-1, Tanimukai, Miyoshi-mura; , 294-0813; 0470-36-4231","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","Azumino Brewery","","","","-","-","-","0",""
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","","6687-7 Misato-mura, Ogura","Nagano-ken Azumino-shi","6687-7 Misato-mura, Ogura; , 399‐8103; 0263-77-8075","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","Baeren Brauerei","","","","-","-","3.72","9",""
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","","1-3-31 Kitayama","Iwate-ken Morioka-shi","1-3-31 Kitayama; , 020-0061; 019-606-0766","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","Baird Brewing Company / Fishmarket Taproom","","","","4.33","8","3.84","59",""
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","","19-4 Senbonminato-cho","Shizuoka-ken Numazu-shi","19-4 Senbonminato-cho; , 410-0845; 81-55-963-2628","","","","","Brewery, Eatery, Store"
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","Bakushukan Clair (Kure Beer)","","","","-","-","-","5",""
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","","Nakadouri 1-1-2 (Viewport Hotel 1F)","Hiroshima-ken Kure-shi","Nakadouri 1-1-2 (Viewport Hotel 1F); , 737-0046; 0823-26-9090","","","","","Brewery, Eatery"
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","Bayern Meister Bier","","","","-","-","-","2",""
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","","1254-1 Kamiide","Shizuoka-ken Fujinomiya-shi","1254-1 Kamiide; , 418-0103; +81 0544-54-3311","","","","","Brewery, Bar, Eatery"
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","Beer Forest Sapporo","","","","-","-","-","0",""
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","","Takase 6979","Oita-ken Hita-shi","Takase 6979; , 877-0054; 0973-25-1100","","","","","Brewery, Eatery"
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","Beer Station Ryogoku","","","","3.63","1","-","0",""
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","","1-3-20,Yokoami,Sumida-ku","Tokyo-to Tokyo-shi","1-3-20,Yokoami,Sumida-ku; , 130-0015; 03-3623-5252","","","","","Brewery, Eatery"
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","Beer Works Chitose","","","","3.88","2","-","0",""
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","","7-2-1 Suehiro","Hokkaido Chitose-shi","7-2-1 Suehiro; , 066-0027; 0123-40-2510","","","","","Brewery, Eatery"
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","Bier Kaffee Aqula","","","","3.78","1","-","6",""
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","","Aqula Four Square, 1-2-40 Omachi","Akita-ken Akita-shi","Aqula Four Square, 1-2-40 Omachi; , 010-0921; 018-864-0141","","","","","Brewery, Eatery"
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","Biwako Ii-Michi Biiru","","","","-","-","-","0",""
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","","39 Sandai-ji","Shiga-ken Minakuchi-cho","39 Sandai-ji","","","","","Brewery, Eatery, Store"
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","Brasserie Rancho El Paso","","","","4.42","2","-","0",""
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","","6-Chome, Nishi 16-Jo Minami","Hokkaido Obihiro-shi","6-Chome, Nishi 16-Jo Minami; , 080-0026; 0155-36-8820","","","","","Brewery, Eatery"
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","Braustuberl Yokohama","","","","-","-","-","0",""
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","","2-2-1 Shinkocho, Naka-ku","Kanagawa-ken Yokohama-shi","2-2-1 Shinkocho, Naka-ku; , 231-0001; 045-222-2108","","","","","Brewery, Eatery"
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","Brimmer Brewing","","","","-","-","3.91","6",""
"https://www.beeradvocate.com/place/list/?c_id=JP&s_id=0&brewery=Y","","4-27-14 Kuji, Takatsu-ku","Kanagawa-ken Kawasaki-shi","4-27-14 Kuji, Takatsu-ku; , 213-0032; +81 044-281-0541","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","Hakone Beer","","","","-","-","-","1",""
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","","245 Kazamatsuri","Kanagawa-ken Odawara-shi","245 Kazamatsuri; , 25-0032; +81 0465-23-7373","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","Hamanako Brewery","","","","-","-","-","0",""
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","","875-1 Oro","Shizuoka-ken Hamakita-shi","875-1 Oro; , 434-0505; 053-588-5353","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","Haneda Shuzo Y.K.","","","","-","-","-","2",""
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","","20 Keihoku, Syusan, Kitakawada-gun","Kyoto-fu Kyoto-shi","20 Keihoku, Syusan, Kitakawada-gun; , 601-0251; 0771-52-0080","","","","","Brewery, Eatery"
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","Hansharo Brewery / Restaurant Kurayanarusawa","","","","-","-","-","5",""
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","","268-1, Naka, Nirayama-cho","Shizuoka-ken Izunokuni-shi","268-1, Naka, Nirayama-cho; 410-2113?; , 420-0838; +81 055-949-1208","","","","","Brewery, Bar, Eatery"
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","Hanyu Brewery Co. Ltd.","","","","-","-","-","1",""
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","","1725 Mita Oaza","Saitama-ken Hanyu-shi","1725 Mita Oaza; , 348-0011; +81 048-565-5267","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","Harvest No Oka","","","","-","-","-","3",""
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","","2405-1 Hachigamineji Minami-ku","Osaka-fu Sakai-shi","2405-1 Hachigamineji Minami-ku; , 590-0125; +81 (72) 296-9911","","","","","Brewery, Bar, Eatery"
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","Hayashibune Yakurai Beer","","","","-","-","-","0",""
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","","1-81 Ajigabukuro, Yakuraihara, Onoda-cho","Miyagi-ken Gami-gun","1-81 Ajigabukuro, Yakuraihara, Onoda-cho; , 981-4375; 0229-67-6211","","","","","Brewery, Eatery"
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","Helios Distillery Co., Ltd.","","","","-","-","3.41","8",""
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","","405 Kyoda","Okinawa-ken Nago-shi","405 Kyoda; , 905-0024; 0120-89-3875","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","Hidaka Beer, Inc.","","","","-","-","-","2",""
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","","773-4 Shoya, Erimo-machi","Hokkaido Horoizumi-gun","773-4 Shoya, Erimo-machi; , 058-0421; 0120-198-778","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","Hidatakayama Brewing Agricultural Corporation, Ltd","","","","-","-","3.84","5",""
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","","999 Matusmura-cho","Gifu-ken Takayama-shi","999 Matusmura-cho; , 506-0808; +81 0577 32 0365","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","Hideji Beer","","","","-","-","3.79","14",""
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","","747-56 Mukabaki-cho","Miyazaki-ken Nobeoka-shi","747-56 Mukabaki-cho; , 882-0077; 0982-39-0090","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","Hokkaido Beer Brewery","","","","-","-","-","0",""
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","","16 Kitajuujounishi, Chuuou-ku","Hokkaido Sapporo-shi","16 Kitajuujounishi, Chuuou-ku; , 060-0010","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","Hokkaido Brewing","","","","-","-","-","5",""
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","","1 Arihoro-Cho","Hokkaido Otaru-shi","1 Arihoro-Cho; , 047-0006; +81 0134-62-0770","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","Hokusetsu Brewery","","","","-","-","-","0",""
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","","2377-2 Tokuwa, Akadomari-mura","Niigata-ken Sado-shi","2377-2 Tokuwa, Akadomari-mura; , 952-0706; +81 0259-87-3105","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","Hopp Hopp","","","","-","-","-","0",""
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","","2-8 Se, Shinoharacho","Ishikawa-ken Kaga-shi","2-8 Se, Shinoharacho; , 922-0442; 0761-75-8281","","","","","Brewery, Eatery"
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","Hoppy Beverage Co., Ltd.","","","","-","-","2.19","5",""
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","","2-15-12 Akasaka, Minato-ku","Tokyo-to Tokyo-shi","2-15-12 Akasaka, Minato-ku; , 107-0052; 03-3583-8255","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","Hosokawa Sake Brewing Co., Ltd.","","","","-","-","-","0",""
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","","1474 Kono, Tado-cho","Mie-ken Kuwana-shi","1474 Kono, Tado-cho; , 511-0122; 0594-48-4390","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","Hyouko Yashiki No Mori Brewery","","","","-","-","3.99","10",""
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","","345-11 Kanaya","Niigata-ken Akano-shi","345-11 Kanaya; , 959-1944; 0250 63 2000","","","","","Brewery, Bar"
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","I.M. International Rokko Brewery","","","","-","-","-","1",""
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","","351-1 Arino, Kita-ku","Hyogo-ken Kobe-shi","351-1 Arino, Kita-ku; , 651-1312; 078-981-2130","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","Inawashiro Brewery","","","","-","-","-","3",""
"https://www.beeradvocate.com/place/list/?start=40&c_id=JP&brewery=Y&sort=name","","85 Aza Murahigashi Mitsu, Inawashiro-machi","Fukushima-ken Yama-gun","85 Aza Murahigashi Mitsu, Inawashiro-machi; , 969-3284; o242-63-2177","","","","","Brewery, Eatery"
"https://www.beeradvocate.com/place/list/?start=60&c_id=JP&brewery=Y&sort=name","Inuyama Loreley Beer","","","","-","-","-","0",""
"https://www.beeradvocate.com/place/list/?start=60&c_id=JP&brewery=Y&sort=name","","70 Narumikyou Haguro","Aichi-ken Inuyama-shi","70 Narumikyou Haguro; , 484-0894; 0568-67-6767","","","","","Brewery, Eatery"
"https://www.beeradvocate.com/place/list/?start=60&c_id=JP&brewery=Y&sort=name","Ishigakijima Dachsbrauhaus","","","","-","-","-","3",""
"https://www.beeradvocate.com/place/list/?start=60&c_id=JP&brewery=Y&sort=name","","2094-4, Arakawa","Okinawa-ken Ishigaki-shi","2094-4, Arakawa; , 907-0024; (09808) 3-0202","","","","","Brewery, Eatery"
"https://www.beeradvocate.com/place/list/?start=60&c_id=JP&brewery=Y&sort=name","Ishikari Banya No Ji-Beer","","","","-","-","-","1",""
"https://www.beeradvocate.com/place/list/?start=60&c_id=JP&brewery=Y&sort=name","","30-4 Benten-cho","Hokkaido Ishikari-shi","30-4 Benten-cho; , 061-3372; 0133-62-5010","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?start=60&c_id=JP&brewery=Y&sort=name","Ishikawa Brewery Co., Ltd","","","","-","-","3.97","5",""
"https://www.beeradvocate.com/place/list/?start=60&c_id=JP&brewery=Y&sort=name","","1 Kumagawa","Tokyo-to Fussa-shi","1 Kumagawa; , 197-8623; +81 42-553-0171","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?start=60&c_id=JP&brewery=Y&sort=name","Izu Kogen","","","","-","-","-","0",""
"https://www.beeradvocate.com/place/list/?start=60&c_id=JP&brewery=Y&sort=name","","1103-21 Futo","Shizuoka-ken Itou-shi","1103-21 Futo; , 413-0231; 0557-51-3000","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?start=60&c_id=JP&brewery=Y&sort=name","Joyful Honda Co., Ltd.","","","","-","-","3.92","7",""
"https://www.beeradvocate.com/place/list/?start=60&c_id=JP&brewery=Y&sort=name","","1-16-2 Fujisaki","Ibaraki-ken Tsuchiura-shi","1-16-2 Fujisaki; , 300-0813; (29) 822-2435","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?start=60&c_id=JP&brewery=Y&sort=name","Jyohana Beer","","","","-","-","-","0",""
"https://www.beeradvocate.com/place/list/?start=60&c_id=JP&brewery=Y&sort=name","","340 Hosono","Toyama-ken Nanto-shi","340 Hosono; , 939-1805; 0763-62-2283","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?start=60&c_id=JP&brewery=Y&sort=name","K's Brewing Company","","","","-","-","-","0",""
"https://www.beeradvocate.com/place/list/?start=60&c_id=JP&brewery=Y&sort=name","","Jonan-ku Befu 1-19-1","Fukuoka-ken Fukuoka-shi","Jonan-ku Befu 1-19-1; , 814-0104; 092-841-6336","","","","","Brewery, Eatery"
"https://www.beeradvocate.com/place/list/?start=60&c_id=JP&brewery=Y&sort=name","Kagawa Brewery","","","","-","-","-","0",""
"https://www.beeradvocate.com/place/list/?start=60&c_id=JP&brewery=Y&sort=name","","624 Terai, Kagawawa-cho","Kagawa-ken Takamatsu-shi","624 Terai, Kagawawa-cho; , 761-1702; 087-889-8001","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?start=60&c_id=JP&brewery=Y&sort=name","Kamakura Beer Brewing Company","","","","-","-","3.27","5",""
"https://www.beeradvocate.com/place/list/?start=60&c_id=JP&brewery=Y&sort=name","","3-1-4 Omachi,","Kanagawa-ken Kamakura-shi","3-1-4 Omachi,; , 248-007; 0467-23-5533","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?start=60&c_id=JP&brewery=Y&sort=name","Kamihei Sake Brewing / Zumona Beer","","","","-","-","-","1",""
"https://www.beeradvocate.com/place/list/?start=60&c_id=JP&brewery=Y&sort=name","","31-19-7, Aozasa-cho-nukamae","Iwate-ken Tono-shi","31-19-7, Aozasa-cho-nukamae; , 028-0501; +81 0198-62-2002","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?start=60&c_id=JP&brewery=Y&sort=name","Kankiku Brewery","","","","-","-","3.18","5",""
"https://www.beeradvocate.com/place/list/?start=60&c_id=JP&brewery=Y&sort=name","","11 Takenosato, Matsuo-machi","Chiba-ken Sanbu-gun","11 Takenosato, Matsuo-machi; , 289-1532; 0479-86-3050","","","","","Brewery"
"https://www.beeradvocate.com/place/list/?start=60&c_id=JP&brewery=Y&sort=name","Karuizawa Brewery","","","","-","-","3.2","11",""
